	title	cn	_merge
0	Title: Atlas of the early Christian world / F. van der Meer 	BR160.A2 M4	left_only
1	Title: Historical atlas of religion in America / Edwin Scott 	BR515 .G3 1976	left_only
2	Title: New atlas of the Bible [by] Jan H. Negenman. Edited by 	BS621 .N44	left_only
3	Title: The Westminster historical atlas to the Bible / edited 	BS630 .W7 1956	left_only
4	Title: The Macmillan Bible atlas / by Yohanan Aharoni and 	BS631 .A53 1977	left_only
5	Title: Atlas of the Bible. Translated and edited by Joyce M. 	BS631 .G7 1956	left_only
6	Title: Current affairs atlas / edited by Donald Paneth ; 	D421 .C87	left_only
7	Title: An atlas of Russian history; eleven centuries of 	DK17 .C5	left_only
8	Title: The Muslims in the world / [cartographic material] / 	DS35.625.A1 M83	left_only
9	Title: The Muslims in the world / [cartographic material] / 	DS35.625.A1 M83	left_only
10	Title: Atlas of Mesopotamia; a survey of the history and 	DS69.5 .B44	left_only
11	Title: Atlas of the Philippine Islands ... 	DS654 .M2	left_only
12	Title: The story of America as reported by its newspapers 	E173 .E54	left_only
13	Title: The American heritage pictorial atlas of United States 	E179.5 .A54	left_only
14	Title: Atlas for the American Civil War / Thomas E. Griess 	E470 .A45 1986	left_only
15	Title: Index-gazetteer of the world. 	G103 .T5	left_only
16	Title: General world atlases in print, 1972-1973; a 	G1000 .W34 1973	left_only
17	Title: The Columbus atlas; or, Regional atlas of the world 	G1019 .B3	left_only
18	Title: Collier's world atlas and gazetteer, presenting the 	G1019 .C5 1953	left_only
19	Title: New modern world atlas. 	G1019 .C7	left_only
20	Title: Man's domain; a thematic atlas of the world. [Norman 	G1019 .G45	left_only
21	Title: Goode's world atlas. Edited by Edward B. Espenshade 	G1019 .G6 1964	left_only
22	Title: Hammond's ambassador world atlas. 	G1019 .H265 1955	left_only
23	Title: Hammond's library world atlas. 	G1019 .H32 1965	left_only
24	Title: McGraw-Hill international atlas / edition: 	G1019 .M32	left_only
25	Title: Aldine university atlas. Consulting editor: Norton 	G1019 .P55	left_only
26	Title: The library atlas / [cartographic material] / edited 	G1019 .P57 1967	left_only
27	Title: Pergamon world atlas [prepared by the Polish Army 	G1019 .P67 1968	left_only
28	Title: Rand McNally cosmopolitan world atlas [cartographic 	G1019 .R3 1949	left_only
29	Title: The world atlas. [Editorial board: A.N. Baranov and 	G1019 .R88	left_only
30	Title: The world atlas. Index-gazetteer [cartographic 	G1019 .R88 INDEX	left_only
31	Title: The Times atlas of the world. 	G1019 .T52 V. 1	left_only
32	Title: The Times atlas of the world. 	G1019 .T52 V. 2	left_only
33	Title: The Times atlas of the world. 	G1019 .T52 V. 3	left_only
34	Title: The Times atlas of the world. 	G1019 .T52 V. 4	left_only
35	Title: The Times atlas of the world. 	G1019 .T52 V. 5	left_only
36	Title: The Dorling Kindersley world reference atlas. 	G1021 .D63 1994	left_only
37	Title: Hammond ambassador world atlas. 	G1021 .H265 1992	left_only
38	Title: Hammond new century world atlas [cartographic 	G1021 .H2735 1999 <G&M	left_only
39	Title: The state of the world atlas / Michael Kidron & Ronald 	G1021 .K46 1981	left_only
40	Title: The great geographical atlas. 	G1021 .R27 1984	left_only
41	Title: Today's world : a new world atlas from the 	G1021 .R33 1993	left_only
42	Title: Rand McNally premier world atlas [cartographic 	G1021 .R45 1997	left_only
43	Title: The Times atlas of the world. 	G1021. T563 1995	left_only
44	Title: Facsimile-atlas to the early history of cartography 	G1025 .N7 1973	left_only
45	Title: An atlas of rare city maps [cartographic material] : 	G1028 .B65 1997	left_only
46	Title: Atlas of modern Jewish history / Evyatar Friesel. 	G1030 .F74 1990	left_only
47	Title: The Dent atlas of Jewish history [cartographic 	G1030 .G5 1993	left_only
48	Title: The illustrated atlas of Jewish civilization 	Produced Thursday, February 15, 2024 at 4:11 PM	left_only
49	Title: National Geographic atlas of world history / 	G1030 .G748 1997	left_only
50	Title: Hammond's historical atlas [cartographic material]. 	G1030 .H3 1963	left_only
51	Title: Atlas of Western civilization / [cartographic 	G1030 .M42 1960	left_only
52	Title: Muir's historical atlas, mediaeval & modern / Edited 	G1030 .M7 1952	left_only
53	Title: Muir's Historical atlas: ancient, mediaeval and 	G1030 .M7 1956	left_only
54	Title: Historical atlas, ancient, medieval, and modern : 	G1030 .M7 1962	left_only
55	Title: Muir's Historical atlas, ancient, medieval, and 	G1030 .M7 1964	left_only
56	Title: Atlas of world history / [cartographic material] / 	G1030 .O85 1999	left_only
57	Title: Historical atlas of the world / [cartographic 	G1030 .R35 1994	left_only
58	Title: Historical atlas, by William R. Shepherd. 	G1030 .S4 1929	left_only
59	Title: The Times atlas of world history / edited by Geoffrey 	G1030 .T54 1984	left_only
60	Title: Atlas of classical history / edited by Richard J.A. 		left_only
61	Title: Barrington atlas of the Greek and Roman world : 	G1033 .B3 2000 SUPPL. V. 1	left_only
62	Title: Barrington atlas of the Greek and Roman world : 	G1033 .B3 2000 SUPPL. V. 2	left_only
63	Title: Atlas of classical history / Michael Grant. 	G1033 .G65 1994	left_only
64	Title: Mitchell's ancient atlas, classical and sacred : 	G1033 .M5	left_only
65	Title: Muir's atlas of ancient & classical history. Edited by 	G1033 .M7	left_only
66	Title: Atlas of medieval Jewish history / Haim Beinart ; 	G1034 .B45 1992	left_only
67	Title: The Penguin atlas of medieval history, maps devised by 	G1034 .M2	left_only
68	Title: Atlas of medieval and modern history, by William R. 	G1034 .S45	left_only
69	Title: Atlas of the Arab-Israeli wars, the Chinese Civil War 	G1035 .A8 1986	left_only
70	Title: Hammond atlas of the 20th century / [cartographic 	G1035 .H26 1999	left_only
71	Title: The Penguin atlas of modern history (to 1815) / Colin 	G1035 .M3	left_only
72	Title: The Penguin atlas of recent history, Europe since 1815 	G1035 .M32 1982	left_only
73	Title: Atlas of exploration / [cartographic material] / 	G1036 .R6 1997	left_only
74	Title: Atlas of World War I [cartographic material] / Martin 	G1037 .G5 1994	left_only
75	Title: The historical atlas of World War I / Anthony Livesey 	G1037 .L55 1994	left_only
76	Title: Atlas of the Second World War / Thomas E. Griess 	G1038 .A78 1985 V. ASIA & PACIFIC	left_only
77	Title: Atlas of the Second World War / Thomas E. Griess 	G1038 .A78 1985 V. EUROPE & MED.	left_only
78	Title: The Times atlas of the Second World War / edited by 	G1038 .T6 1989	left_only
79	Title: Atlas of the Second World War. Edited by Peter Young. 	G1038 .Y6 1974	left_only
80	Title: Atlas of world physical features [by] Rodman E. Snead. 	G1046.C1 S6 1972	left_only
81	Title: Atlas of classical archaeology / edited by M. I. 	G1046.E15 A8 1977	left_only
82	Title: World atlas of the child / [cartographic material] / 	G1046.E24 I5 1979	left_only
83	Title: An atlas of international migration / Aaron Segal ; 	G1046.E27 S4 1993	left_only
84	Title: A strategic atlas : comparative geopolitics of the 	Produced Thursday, February 15, 2024 at 4:11 PM	left_only
85	Title: Third world atlas / Alan Thomas with Ben Crow ... [et 	G1046.G1 C7 1994	left_only
86	Title: The Economist atlas / [editor, Ian Castello-Cortes ; 	G1046.G1 E26 1992	left_only
87	Title: Atlas of the environment / Geoffrey Lean, Don 	G1046.G3 L4 1994	left_only
88	Title: Atlas of economic development. With a foreword by Bert 	G1046 .G5	left_only
89	Title: Oxford economic atlas of the world; prepared by the 	G1046 .O6 1972	left_only
90	Title: Atlas of the mysterious in North America / Rosemary 	G1106.E627 G84 1995	left_only
91	Title: Railroad maps of North America : the first hundred 	G1106.P3 M6 1984	left_only
92	Title: The atlas of North American exploration : from the 	G1106.S12 G6 1992	left_only
93	Title: The national atlas of Canada. 	G1115 .C3 1974	left_only
94	Title: The atlas of contemporary America : portrait of a 	G1200 .D6 1994	left_only
95	Title: Macmillan color atlas of the states / [cartographic 	G1200 .M4 1996	left_only
96	Title: Weather atlas of the United States = originally titled 		left_only
97	Title: Climatic atlas of the United States. 	G1201.C8 V5	left_only
98	Title: The women's atlas of the United States / [cartographic 	G1201.E1 G5 1995	left_only
99	Title: Atlas of American Indian affairs / Francis Paul Prucha 	G1201.E1 P7 1990	left_only
100	Title: Atlas of American women / Barbara Gimla Shortridge. 	G1201.E1 S5 1987	left_only
101	Title: The state atlas of political and cultural diversity / 	G1201.E25 L5 1996	left_only
102	Title: Atlas of American migration / Stephen A. Flanders. 	G1201.E27 F5 1998	left_only
103	Title: Atlas of religious change in America, 1952-1971 / 	G1201.E423 H3 V. 1952-1971	left_only
104	Title: Atlas of religious change in America, 1952-1990 / 	G1201.E425 H3 1994	left_only
105	Title: The almanac of state legislatures : state data atlas / 	G1201.F7 L5 1994	left_only
106	Title: The historical atlas of state power in Congress 	G1201.F7 M37 1993	left_only
107	Title: Map guide to the U.S. federal censuses, 1790-1920 / 	G1201.F7 T5 1987	left_only
108	Title: American history atlas [cartographic material] / 	G1201.S1 G5	left_only
109	Title: The Dent atlas of American history [cartographic 	G1201.S1 G5 1993	left_only
110	Title: These States united : atlas of American history. 	G1201.S1 R3 1974	left_only
111	Title: Historical atlas of the U.S. Navy / by Craig L. 	G1201.S1 S8 1995	left_only
112	Title: Atlas of the American Revolution / map selection and 	G1201.S3 N4	left_only
113	Title: Campaigns of the American Revolution : an atlas of 	G1201.S3 P4 1976	left_only
114	Title: Atlas of the historical geography of the United 	G1224 .P3	left_only
115	Title: New York State atlas [cartographic material]. 	G1250 .N4 1998 V. SUPPL.	left_only
116	Title: Columbia Marketing Corporation's Westchester County 	G1253.W5 C6	left_only
117	Title: New York City, New York, map index. 	G1254.N4 C5	left_only
118	Title: New York city community health atlas 1994 / prepared 	G1254.N4 K7 1994	left_only
119	Title: New York City in the 1980's : a social, economic, and 	Produced Thursday, February 15, 2024 at 4:11 PM	left_only
120	Title: Atlas of Mexico / [cartographic material] / Stanley A. 	G1545 .T4 1975	left_only
121	Title: The atlas of Central America and the Caribbean / The 	G1550 .D5 1985	left_only
122	Title: Atlas of Central America / [cartographic material] / 	G1550 .T4 1979	left_only
123	Title: Atlas of South America / Moshe Brawer. 	G1700 .B7 1991	left_only
124	Title: The atlas of the Arab world : geopolitics and society 	G1785 .B68 1991	left_only
125	Title: An Historical atlas of Islam / edited by William C. 	G1786.S1 H6 1981	left_only
126	Title: Augsburg historical atlas of Christianity in the 	G1796.E4 A5 1967	left_only
127	Title: A military history and atlas of the Napoleonic Wars / 	G1796.S62 E8 1978	left_only
128	Title: Historical atlas of the Holocaust / United States 	G1797.21.E29 H5 1995	left_only
129	Title: Historical atlas of the Holocaust / United States 	G1797.21.E29 H5 1995	left_only
130	Title: Historical atlas of the Holocaust / United States 	G1797.21.E29 H5 1995	left_only
131	Title: The Times atlas of European history / [editorial 	G1797.21.S1 T5 1994	left_only
132	Title: The Economist atlas of the new Europe. 	Produced Thursday, February 15, 2024 at 4:11 PM	left_only
133	Title: Business atlas of Western Europe = Atlas des affaires 	G1801.G1 B8 1974	left_only
134	Title: A new social atlas of Britain / [cartographic 	G1812.21.E1 D6 1995	left_only
135	Title: Historical atlas of Britain / Malcolm Falkus, John 	G1812.21.S1 H57 1981	left_only
136	Title: The Penguin atlas of British and Irish history / 	G1812.21.S1 P46 2002	left_only
137	Title: An atlas of Anglo-Saxon England / David Hill. 	G1816.S2 1981 .H5	left_only
138	Title: Northern Ireland : a census atlas / [by] Paul A. 	G1829.21.E2 C6 1978	left_only
139	Title: Poland, a historical atlas / by Iwo Cyprian 	G1951.S1 P34 1987	left_only
140	Title: Atlas de historia de España. J. Vicens Vives. 	G1966.S1 V5 1973	left_only
141	Title: Atlas of the Greek world / by Peter Levi. 	G2000 .L48 1980	left_only
142	Title: Oikonomikos kai koinōnikos atlas tēs Hellados. 	G2001.G1 K3 1964	left_only
143	Title: Historical atlas of East Central Europe / Paul Robert 	G2081 .M35 1993	left_only
144	Title: A concise historical atlas of Eastern Europe / 	G2081.S1 H8 1996	left_only
145	Title: Atlas of Russia and the independent republics / Moshe 	G2110 .B7 1994	left_only
146	Title: Atlas of Russia and the independent republics / Moshe 	G2110 .B7 1994	left_only
147	Title: USSR agriculture atlas. 	G2111.J1 U5	left_only
148	Title: Rand McNally illustrated atlas of the Middle East / 	G2205 .R3	left_only
149	Title: Historical atlas of the Middle East / G.S.P. 	G2206.S1 F74 1993	left_only
150	Title: Atlas of the Arab-Israeli conflict [cartographic 	G2206.S1 G5 1993	left_only
151	Title: An historical geography of the Ottoman empire : from 	G2211.S1 P5	left_only
152	Title: Holman Bible atlas [cartographic material] : a 	G2230 .B63 1998	left_only
153	Title: Interdisciplinary atlas of the Bible [cartographic 	G2230 .P4413 1999	left_only
154	Title: The new Israel atlas; Bible to present day. 	G2235 .V55	left_only
155	Title: Israel [cartographic material] : the historical atlas 	G2236.S1 I8 1997	left_only
156	Title: The illustrated atlas of Jerusalem / Dan Bahat ; with 	G2239.J4 B32 1990	left_only
157	Title: Atlas of South Asia : fully annotated / Ashok K. Dutt 	G2260 .D8 1987	left_only
158	Title: The Contemporary atlas of China / consulting editor 	G2305 .C66 1988	left_only
159	Title: Atlas of China, by Chiao-min Hsieh. Edited by 		left_only
160	Title: People's Republic of China--Atlas. Nov. 1971. 	G2306.A1 U5	left_only
161	Title: People's Republic of China--Atlas. Nov. 1971. 	G2306.A1 U5	left_only
162	Title: Atlas of physical, economic and social resources of 	G2362.M4 U52 1968	left_only
163	Title: An atlas of African history / by J. D. Fage. 	G2446.S1 F3 1963	left_only
164	Title: The new atlas of African history / G.S.P. 	G2446.S1 F73 1991	left_only
165	Title: The History of cartography / edited by J.B. Harley and 	GA201 .H53 1987	left_only
166	Title: Medieval maps / P.D.A. Harvey. 	GA221 .H37 1991	left_only
167	Title: Maps of the ancient sea kings; evidence of advanced 	GA300 .H3	left_only
168	Title: The Vinland map and the Tartar relation, by R. A. 	GA308.V5 S5	left_only
169	Title: Goode's School atlas; physical, political, and 	GA321 1943	left_only
170	Title: Physical elements of geography [by] Glenn T. 	GB55 .T72	left_only
171	Title: Geomorphology from space : a global overview of 	GB400.42.R4 G46 1986	left_only
172	Title: Plan for New York City, 1969 : a proposal. 	HT168.N5 A5 V. 1	left_only
173	Title: Plan for New York City, 1969 : a proposal. 	HT168.N5 A5 V. 2	left_only
174	Title: Plan for New York City, 1969 : a proposal. 	HT168.N5 A5 V. 3	left_only
175	Title: Plan for New York City, 1969 : a proposal. 	HT168.N5 A5 V. 4	left_only
176	Title: Plan for New York City, 1969 : a proposal. 	HT168.N5 A5 V. 4	left_only
177	Title: Plan for New York City, 1969 : a proposal. 	HT168.N5 A5 V. 5	left_only
178	Title: Plan for New York City, 1969 : a proposal. 	HT168.N5 A5 V. 6	left_only
179	Title: Look to the schoolhouses : the report of a study made 	LB3218.M3 H3	left_only
180	Title: The Cambridge atlas of astronomy / edited by Jean 	QB65 .C35 1988	left_only
181	Title: The Cambridge photographic atlas of the planets / 	QB605 .B74 1982	left_only
182	Title: Atlas of the vertebrate brain: morphological evolution 	QL937 .I43	left_only
183	Title: Agricultural atlas of New York State / Richard Beach 	S451.N56 .B4	left_only
